"uri","additional name","constituency > label","family name","full name","gender","given name","home page","home page > uri","label","party","twitter"
"http://data.parliament.uk/members/674","Glyndwr","Ceredigion","Dafis","Cynog Dafis","Male","Cynog",,,"Biography information for Cynog Dafis","Plaid Cymru",
"http://data.parliament.uk/members/2724",,,"Dahrendorf","Lord Dahrendorf","Male","Ralf",,,"Biography information for Lord Dahrendorf",,
"http://data.parliament.uk/members/2837","Sydney",,"Dainton","Lord Dainton","Male","Frederick",,,"Biography information for Lord Dainton",,
"http://data.parliament.uk/members/1395","Andrew","Brent East","Daisley","Mr Paul Daisley","Male","Paul","www.pauldaisley.org.uk","http://www.pauldaisley.org.uk","Biography information for Mr Paul Daisley","Labour",
"http://data.parliament.uk/members/4056",,"Scunthorpe","Dakin","Nic Dakin","Male","Nicholas",,,"Biography information for Nic Dakin","Labour","https://twitter.com/NicDakinMP"
"http://data.parliament.uk/members/4256",,,"Dakin","The Lord Bishop of Winchester","Male","Timothy",,,"Biography information for The Lord Bishop of Winchester",,"https://twitter.com/bishoptimdakin?lang=en"
"http://data.parliament.uk/members/3137",,,"Dalrymple","The Earl of Stair","Male","John",,,"Biography information for The Earl of Stair",,
"http://data.parliament.uk/members/2946","Aymer",,"Dalrymple","Earl of Stair","Male","John",,,"Biography information for Earl of Stair",,
"http://data.parliament.uk/members/4854","Barry","Bury North","Daly","James Daly","Male","James",,,"Biography information for James Daly","Conservative",
"http://data.parliament.uk/members/622",,"Linlithgow","Dalyell Loch","Tam Dalyell","Male","Thomas",,,"Biography information for Tam Dalyell","Labour",
"http://data.parliament.uk/members/4059",,"Rochdale","Danczuk","Simon Danczuk","Male","Simon ","www.simondanczuk.com","http://www.simondanczuk.com/","Biography information for Simon Danczuk","Independent","https://twitter.com/SimonDanczuk"
"http://data.parliament.uk/members/4220","Richard",,"Dannatt","Lord Dannatt","Male","Francis",,,"Biography information for Lord Dannatt",,
"http://data.parliament.uk/members/596",,,"Darling","Lord Darling of Roulanish","Male","Alistair",,,"Biography information for Lord Darling of Roulanish",,
"http://data.parliament.uk/members/2720","Charles Henry",,"Darling","Lord Darling","Male","Robert",,,"Biography information for Lord Darling",,
"http://data.parliament.uk/members/4734",,,"Darroch","Lord Darroch of Kew","Male","Nigel",,,"Biography information for Lord Darroch of Kew",,
"http://data.parliament.uk/members/208","Ernest","Upminster","Darvill","Mr Keith Darvill","Male","Keith",,,"Biography information for Mr Keith Darvill","Labour",
"http://data.parliament.uk/members/3779",,,"Darzi","Lord Darzi of Denham","Male","Ara","Home.jsp?person=a.darzi&_adf.ctrl-state=2yip64uzp_3&_afrRedirect=540510148161235","http://www.imperial.ac.uk/AP/faces/pages/read/Home.jsp?person=a.darzi&_adf.ctrl-state=2yip64uzp_3&_afrRedirect=540510148161235","Biography information for Lord Darzi of Denham",,
"http://data.parliament.uk/members/188","Jonathon","Kingston and Surbiton","Davey","Ed Davey","Male","Edward","www.edwarddavey.co.uk","http://www.edwarddavey.co.uk","Biography information for Ed Davey","Liberal Democrat",
"http://data.parliament.uk/members/218",,"Bristol West","Davey","Valerie Davey","Female","Valerie","www.valeriedavey.labour.co.uk","http://www.valeriedavey.labour.co.uk/","Biography information for Valerie Davey","Labour",
"http://data.parliament.uk/members/2744","Ratcliff",,"David","Baroness David","Female","Nora",,,"Biography information for Baroness David",,
"http://data.parliament.uk/members/1398",,"Caerphilly","David","Wayne David","Male","Wayne","www.waynedavid.labour.co.uk","http://www.waynedavid.labour.co.uk/","Biography information for Wayne David","Labour","https://twitter.com/WayneDavid_MP"
"http://data.parliament.uk/members/1094",,"Accrington","Davidson","Arthur Davidson","Male","Arthur",,,"Biography information for Arthur Davidson","Labour",
"http://data.parliament.uk/members/611","Graham","Glasgow South West","Davidson","Mr Ian Davidson","Male","Ian","www.iandavidsonmp.com","http://www.iandavidsonmp.com/","Biography information for Mr Ian Davidson","Labour (Co-op)","https://twitter.com/IanDavidsonMP"
"http://data.parliament.uk/members/1635",,"West Aberdeenshire","Davidson","James Davidson","Male","James",,,"Biography information for James Davidson","Liberal",
"http://data.parliament.uk/members/2725","Andrew",,"Davidson","Viscount Davidson","Male","John",,,"Biography information for Viscount Davidson",,
"http://data.parliament.uk/members/3781","Forbes",,"Davidson","Lord Davidson of Glen Clova","Male","Neil",,,"Biography information for Lord Davidson of Glen Clova",,
"http://data.parliament.uk/members/4927",,,"Davidson","Baroness Davidson of Lundin Links","Female","Ruth",,,"Biography information for Baroness Davidson of Lundin Links",,
"http://data.parliament.uk/members/4893",,,"Davies","Lord Davies of Brixton","Male","Brinley",,,"Biography information for Lord Davies of Brixton",,
"http://data.parliament.uk/members/987",,,"Davies","Lord Davies of Oldham","Male","Bryan",,,"Biography information for Lord Davies of Oldham",,
"http://data.parliament.uk/members/4499",,,"Davies","Lord Davies of Gower","Male","Byron",,,"Biography information for Lord Davies of Gower",,"https://twitter.com/byron_davies"
"http://data.parliament.uk/members/2309","Percival",,"Davies","Lord Darwen","Male","Cedric",,,"Biography information for Lord Darwen",,
"http://data.parliament.uk/members/697","Graham","Littleborough & Saddleworth","Davies","Chris Davies","Male","Christopher",,,"Biography information for Chris Davies","Liberal Democrat",
"http://data.parliament.uk/members/4376","Paul","Brecon and Radnorshire","Davies","Chris Davies","Male","Christopher","www.chrisdavies.org.uk","http://www.chrisdavies.org.uk/","Biography information for Chris Davies","Conservative",
"http://data.parliament.uk/members/2748",,,"Davies","Lord Davies of Coity","Male","David",,,"Biography information for Lord Davies of Coity",,
"http://data.parliament.uk/members/2749",,,"Davies","Lord Davies","Male","David",,,"Biography information for Lord Davies",,
"http://data.parliament.uk/members/1602","Clifford","Blaenau Gwent","Davies","Mr Dai Davies","Male","David","www.daidaviesmp.co.uk","http://www.daidaviesmp.co.uk/","Biography information for Mr Dai Davies","Independent",
"http://data.parliament.uk/members/539","John Denzil","Llanelli","Davies","Denzil Davies","Male","David","www.rthondenzildavies.net","http://www.rthondenzildavies.net","Biography information for Denzil Davies","Labour",
"http://data.parliament.uk/members/1545","Thomas Charles","Monmouth","Davies","David T C Davies","Male","David","www.david-daviesmp.co.uk","http://www.david-daviesmp.co.uk/","Biography information for David T C Davies","Conservative","https://twitter.com/davidtcdavies"
"http://data.parliament.uk/members/4041","Glyn","Montgomeryshire","Davies","Glyn Davies","Male","Edward","www.glyn-davies.co.uk","http://www.glyn-davies.co.uk/","Biography information for Glyn Davies","Conservative",
"http://data.parliament.uk/members/1636","Arthur","Stretford","Davies","Ernest Davies","Male","Ernest",,,"Biography information for Ernest Davies","Labour",
"http://data.parliament.uk/members/3879",,,"Davies","Lord Davies of Abersoch","Male","Evan",,,"Biography information for Lord Davies of Abersoch",,
"http://data.parliament.uk/members/4850","Mark","Grantham and Stamford","Davies","Gareth Davies","Male","Gareth",,,"Biography information for Gareth Davies","Conservative","https://twitter.com/garethdavies_mp"
"http://data.parliament.uk/members/155","Richard","Swansea West","Davies","Geraint Davies","Male","Geraint","www.geraintdavies.org.uk","http://www.geraintdavies.org.uk/","Biography information for Geraint Davies","Labour (Co-op)","https://twitter.com/GeraintDaviesMP"
"http://data.parliament.uk/members/3090","Elfed",,"Davies","Lord Davies of Penrhys","Male","Gwilym",,,"Biography information for Lord Davies of Penrhys",,
"http://data.parliament.uk/members/1011",,"Gower","Davies","Ifor Davies","Male","Ifor",,,"Biography information for Ifor Davies","Labour",
"http://data.parliament.uk/members/4476","Michael","Vale of Clwyd","Davies","Dr James Davies","Male","James","www.jamesdaviesmp.co.uk","http://www.jamesdaviesmp.co.uk/","Biography information for Dr James Davies","Conservative",
"http://data.parliament.uk/members/346",,,"Davies","Lord Davies of Stamford","Male","John",,,"Biography information for Lord Davies of Stamford",,
"http://data.parliament.uk/members/4513","Jane Alice","Mid Sussex","Davies","Mims Davies","Female","Miriam",,,"Biography information for Mims Davies","Conservative","https://twitter.com/mimsdavies"
"http://data.parliament.uk/members/1565","Andrew","Shipley","Davies","Philip Davies","Male","Philip","www.philip-davies.org.uk","http://www.philip-davies.org.uk/","Biography information for Philip Davies","Conservative","https://twitter.com/philipdaviesuk"
"http://data.parliament.uk/members/2717","Michael",,"Davies","Lord Darwen","Male","Roger",,,"Biography information for Lord Darwen",,
"http://data.parliament.uk/members/552",,"Caerphilly","Davies","Mr Ron Davies","Male","Ronald",,,"Biography information for Mr Ron Davies","Labour",
"http://data.parliament.uk/members/4849","Mary","Pontypridd","Davies-Jones","Alex Davies-Jones","Female","Alexandra",,,"Biography information for Alex Davies-Jones","Labour","https://twitter.com/AlexDaviesJones"
"http://data.parliament.uk/members/373","Michael","Haltemprice and Howden","Davis","Mr David Davis","Male","David",,,"Biography information for Mr David Davis","Conservative",
"http://data.parliament.uk/members/299","Anthony Gordon","Birmingham, Hodge Hill","Davis","Mr Terry Davis","Male","Terence",,,"Biography information for Mr Terry Davis","Labour",
"http://data.parliament.uk/members/2973","Owen Alexander",,"Davison","Lord Broughshane","Male","Patrick",,,"Biography information for Lord Broughshane",,
"http://data.parliament.uk/members/3319","Kensington",,"Davison","Lord Broughshane","Male","William",,,"Biography information for Lord Broughshane",,
"http://data.parliament.uk/members/2705","Christian George",,"Dawnay","Viscount Downe","Male","John",,,"Biography information for Viscount Downe",,
"http://data.parliament.uk/members/470","Hilton","Lancaster & Wyre","Dawson","Mr Hilton Dawson","Male","Thomas","www.hiltondawson.fsnet.co.uk","http://www.hiltondawson.fsnet.co.uk","Biography information for Mr Hilton Dawson","Labour",
"http://data.parliament.uk/members/4488",,"Linlithgow and East Falkirk","Day","Martyn Day","Male","Martyn","www.martynday.scot","http://www.martynday.scot","Biography information for Martyn Day","Scottish National Party","https://twitter.com/MartynDaySNP"
"http://data.parliament.uk/members/442","Richard","Cheadle","Day","Mr Stephen Day","Male","Stephen",,,"Biography information for Mr Stephen Day","Conservative",
"http://data.parliament.uk/members/4676","Chantol","Battersea","De Cordova","Marsha De Cordova","Female","Marsha","marshadecordova.co.uk","http://marshadecordova.co.uk/","Biography information for Marsha De Cordova","Labour","https://twitter.com/Marshadecordova"
"http://data.parliament.uk/members/3915",,"Ashfield","De Piero","Gloria De Piero","Female","Gloria","www.gloria-de-piero.co.uk","http://www.gloria-de-piero.co.uk/","Biography information for Gloria De Piero","Labour","https://twitter.com/GloriaDePiero"
"http://data.parliament.uk/members/796","Petro","Walthamstow","Deakins","Eric Deakins","Male","Eric",,,"Biography information for Eric Deakins","Labour",
"http://data.parliament.uk/members/1096","Paul","Woodspring","Dean","Sir Paul Dean","Male","Arthur",,,"Biography information for Sir Paul Dean","Conservative",
"http://data.parliament.uk/members/2737","Paul",,"Dean","The Lord Dean of Harptree","Male","Arthur",,,"Biography information for The Lord Dean of Harptree",,
"http://data.parliament.uk/members/2736",,,"Dean","Baroness Dean of Thornton-le-Fylde","Female","Brenda",,,"Biography information for Baroness Dean of Thornton-le-Fylde",,
"http://data.parliament.uk/members/278","Elizabeth Ann","Burton","Dean","Mrs Janet Dean","Female","Janet","www.janetdean.info","http://www.janetdean.info/","Biography information for Mrs Janet Dean","Labour",
"http://data.parliament.uk/members/1107","Jabez","Leeds West","Dean","Joe Dean","Male","Joseph",,,"Biography information for Joe Dean","Labour",
"http://data.parliament.uk/members/2738","Jabez",,"Dean","Lord Dean of Beswick","Male","Joseph",,,"Biography information for Lord Dean of Beswick",,
"http://data.parliament.uk/members/3808",,,"Dear","Lord Dear","Male","Geoffrey",,,"Biography information for Lord Dear",,
"http://data.parliament.uk/members/2708","Ernest",,"Dearing","Lord Dearing","Male","Ronald",,,"Biography information for Lord Dearing",,
"http://data.parliament.uk/members/4433","Elizabeth Rachel","Bristol West","Debbonaire","Thangam Debbonaire","Female","Thangam","www.debbonaire.co.uk","http://www.debbonaire.co.uk/","Biography information for Thangam Debbonaire","Labour","https://twitter.com/thangammp"
"http://data.parliament.uk/members/3756",,,"Deech","Baroness Deech","Female","Ruth",,,"Biography information for Baroness Deech",,"https://twitter.com/BaronessDeech"
"http://data.parliament.uk/members/2750","Francis",,"Deedes","Lord Deedes","Male","William",,,"Biography information for Lord Deedes",,
"http://data.parliament.uk/members/4262",,,"Deighton","Lord Deighton","Male","Paul",,,"Biography information for Lord Deighton",,
"http://data.parliament.uk/members/2723","Rosalind",,"Delacourt-Smith","Baroness Delacourt-Smith of Alteryn","Female","Margaret",,,"Biography information for Baroness Delacourt-Smith of Alteryn",,
"http://data.parliament.uk/members/2998",,,"Delfont","Lord Delfont","Male","Bernard",,,"Biography information for Lord Delfont",,
"http://data.parliament.uk/members/797",,"Coatbridge & Airdrie","Dempsey","James Dempsey","Male","James",,,"Biography information for James Dempsey","Labour",
"http://data.parliament.uk/members/61","Yorke","Southampton, Itchen","Denham","Mr John Denham","Male","John","www.johndenham.org.uk","http://www.johndenham.org.uk/","Biography information for Mr John Denham","Labour","https://twitter.com/JohnDenhamMP"
"http://data.parliament.uk/members/2862","Joyce",,"Denington","Baroness Denington","Female","Evelyn",,,"Biography information for Baroness Denington",,
"http://data.parliament.uk/members/2047",,,"Denison","Lord Londesborough","Male","Richard",,,"Biography information for Lord Londesborough",,
"http://data.parliament.uk/members/3159","Willoughby",,"Denison-Pender","Lord Pender","Male","John",,,"Biography information for Lord Pender",,
"http://data.parliament.uk/members/2695","Spencer",,"Denman","Lord Denman","Male","Charles",,,"Biography information for Lord Denman",,
"http://data.parliament.uk/members/2694","Thompson",,"Denning","Lord Denning","Male","Alfred",,,"Biography information for Lord Denning",,
"http://data.parliament.uk/members/2944",,,"Dennis","The Lord Bishop of St Edmundsbury and Ipswich","Male","John",,,"Biography information for The Lord Bishop of St Edmundsbury and Ipswich",,
"http://data.parliament.uk/members/4683",,"Kensington","Dent Coad","Emma Dent Coad","Female","Emma",,,"Biography information for Emma Dent Coad","Labour","https://twitter.com/emmadentcoad"
"http://data.parliament.uk/members/2693",,,"Denton","Baroness Denton of Wakefield","Female","Jean",,,"Biography information for Baroness Denton of Wakefield",,
"http://data.parliament.uk/members/2699",,,"Desai","Lord Desai","Male","Meghnad",,,"Biography information for Lord Desai",,
"http://data.parliament.uk/members/798","Joseph Aditya","Brentford & Isleworth","Deva","Nirj Deva","Male","Niranjan",,,"Biography information for Nirj Deva","Conservative",
"http://data.parliament.uk/members/2636","Milo",,"Devereux","Viscount Hereford","Male","Robert",,,"Biography information for Viscount Hereford",,
"http://data.parliament.uk/members/1599",,"Livingston","Devine","Mr Jim Devine","Male","James","www.jimdevine.org.uk","http://www.jimdevine.org.uk/","Biography information for Mr Jim Devine","Labour",
"http://data.parliament.uk/members/1637",,"Mid Ulster","Devlin","Bernadette Devlin","Female","Bernadette",,,"Biography information for Bernadette Devlin","Opposition Unity",
"http://data.parliament.uk/members/3045","Arthur",,"Devlin","Lord Devlin","Male","Patric",,,"Biography information for Lord Devlin",,
"http://data.parliament.uk/members/1210","Robert","Stockton South","Devlin","Mr Tim Devlin","Male","Timothy",,,"Biography information for Mr Tim Devlin","Conservative",
"http://data.parliament.uk/members/678","Campbell","Glasgow, Anniesland","Dewar","Donald Dewar","Male","Donald",,,"Biography information for Donald Dewar","Labour",
"http://data.parliament.uk/members/3059","Evelyn Alexander",,"Dewar","Lord Forteviot","Male","Henry",,,"Biography information for Lord Forteviot",,
"http://data.parliament.uk/members/2662","James Evelyn",,"Dewar","Lord Forteviot","Male","John",,,"Biography information for Lord Forteviot",,
"http://data.parliament.uk/members/1420","Singh","Gloucester","Dhanda","Mr Parmjit Dhanda","Male","Parmjit","www.parmjitdhanda.co.uk","http://www.parmjitdhanda.co.uk","Biography information for Mr Parmjit Dhanda","Labour",
"http://data.parliament.uk/members/4638","Singh","Slough","Dhesi","Mr Tanmanjeet Singh Dhesi","Male","Tanmanjeet","www.tsdhesi.com","http://www.tsdhesi.com/","Biography information for Mr Tanmanjeet Singh Dhesi","Labour","https://twitter.com/TanDhesi"
"http://data.parliament.uk/members/2685",,,"Dholakia","Lord Dholakia","Male","Navnit",,,"Biography information for Lord Dholakia",,
"http://data.parliament.uk/members/2684",,,"Diamond","Lord Diamond","Male","John",,,"Biography information for Lord Diamond",,
"http://data.parliament.uk/members/696","Kenneth","Littleborough & Saddleworth","Dickens","Geoffrey Dickens","Male","Geoffrey",,,"Biography information for Geoffrey Dickens","Conservative",
"http://data.parliament.uk/members/1638",,"Lewisham West","Dickens","James Dickens","Male","James",,,"Biography information for James Dickens","Labour",
"http://data.parliament.uk/members/2706",,,"Dickinson","Lord Dickinson","Male","Richard",,,"Biography information for Lord Dickinson",,
"http://data.parliament.uk/members/799","Patrick","Hayes & Harlington","Dicks","Terry Dicks","Male","Terence",,,"Biography information for Terry Dicks","Conservative",
"http://data.parliament.uk/members/2689","Henry Kenelm",,"Digby","Lord Digby","Male","Edward",,,"Biography information for Lord Digby",,
"http://data.parliament.uk/members/4008","Julia","Gosport","Dinenage","Caroline Dinenage","Female","Caroline","caroline4gosport.co.uk","http://caroline4gosport.co.uk/","Biography information for Caroline Dinenage","Conservative","https://twitter.com/cj_dinenage"
"http://data.parliament.uk/members/4816","Elizabeth","Derbyshire Dales","Dines","Miss Sarah Dines","Female","Sarah",,,"Biography information for Miss Sarah Dines","Conservative",
"http://data.parliament.uk/members/179","Hartley","Hendon","Dismore","Mr Andrew Dismore","Male","Andrew","www.andrewdismoremp.com","http://www.andrewdismoremp.com/","Biography information for Mr Andrew Dismore","Labour",
"http://data.parliament.uk/members/2957","Stewart Thomas Bingham",,"Dixon","Lord Glentoran","Male","Daniel",,,"Biography information for Lord Glentoran",,
"http://data.parliament.uk/members/1126",,,"Dixon","Lord Dixon","Male","Donald",,,"Biography information for Lord Dixon",,
"http://data.parliament.uk/members/1639",,"Truro","Dixon","Piers Dixon","Male","Piers",,,"Biography information for Piers Dixon","Conservative",
"http://data.parliament.uk/members/2603",,,"Dixon","Lord Glentoran","Male","Thomas",,,"Biography information for Lord Glentoran",,
"http://data.parliament.uk/members/2713","William",,"Dixon Smith","Lord Dixon-Smith","Male","Robert",,,"Biography information for Lord Dixon-Smith",,
"http://data.parliament.uk/members/1425","Simon","Huntingdon","Djanogly","Mr Jonathan Djanogly","Male","Jonathan","www.jonathandjanogly.com","http://www.jonathandjanogly.com","Biography information for Mr Jonathan Djanogly","Conservative","https://twitter.com/JDjanogly"
"http://data.parliament.uk/members/446",,"Heywood and Middleton","Dobbin","Jim Dobbin","Male","James",,,"Biography information for Jim Dobbin","Labour (Co-op)",
"http://data.parliament.uk/members/4192","John",,"Dobbs","Lord Dobbs","Male","Michael","www.michaeldobbs.com","http://www.michaeldobbs.com/","Biography information for Lord Dobbs",,
"http://data.parliament.uk/members/180","Gordon","Holborn and St Pancras","Dobson","Frank Dobson","Male","Frank","www.frankdobsonmp.com","http://www.frankdobsonmp.com","Biography information for Frank Dobson","Labour",
"http://data.parliament.uk/members/4600",,"Aldershot","Docherty","Leo Docherty","Male","Leo",,,"Biography information for Leo Docherty","Conservative","https://twitter.com/LeoDochertyUK"
"http://data.parliament.uk/members/3962",,"Dunfermline and West Fife","Docherty","Thomas Docherty","Male","Thomas ",,,"Biography information for Thomas Docherty","Labour","https://twitter.com/Thomas_Docherty"
"http://data.parliament.uk/members/4374","John","West Dunbartonshire","Docherty-Hughes","Martin Docherty-Hughes","Male","Martin","www.martindocherty.scot","http://www.martindocherty.scot/","Biography information for Martin Docherty-Hughes","Scottish National Party","https://twitter.com/martinjdocherty"
"http://data.parliament.uk/members/4657","Jane","Oxford East","Dodds","Anneliese Dodds","Female","Anneliese","www.anneliesedodds.org.uk","http://www.anneliesedodds.org.uk","Biography information for Anneliese Dodds","Labour (Co-op)",
"http://data.parliament.uk/members/4718",,"Brecon and Radnorshire","Dodds","Jane Dodds","Female","Jane ",,,"Biography information for Jane Dodds","Liberal Democrat","https://twitter.com/DoddsJane"
"http://data.parliament.uk/members/1388",,,"Dodds","Lord Dodds of Duncairn","Male","Nigel",,,"Biography information for Lord Dodds of Duncairn",,"https://twitter.com/nigeldoddsdup"
"http://data.parliament.uk/members/1957","Charles",,"Dodson","Lord Monk Bretton","Male","John",,,"Biography information for Lord Monk Bretton",,
"http://data.parliament.uk/members/800","Hugh","South West Hertfordshire","Dodsworth","Geoffrey Dodsworth","Male","Geoffrey",,,"Biography information for Geoffrey Dodsworth","Conservative",
"http://data.parliament.uk/members/1465",,"West Tyrone","Doherty","Mr Pat Doherty","Male","Pat","www.westtyronesinnfein.com","http://www.westtyronesinnfein.com/","Biography information for Mr Pat Doherty","Sinn Féin",
